,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
2079,2005-01-01,Los Angeles,106190522.0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,General Acute Care,Intensive Care,4380.0,375.0,3399.0,660,2016.0,74,239,2015.9999999999989
2093,2005-01-01,Los Angeles,106190524.0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,General Acute Care,Intensive Care,1825.0,167.0,1809.0,407,590.0,74,503,589.9999999999983
2107,2005-01-01,Los Angeles,106190525.0,LONG BEACH MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,22265.0,2958.0,18918.0,3627,9932.0,74,443,9932.000000000002
2121,2005-01-01,Los Angeles,106190529.0,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,General Acute Care,Intensive Care,3285.0,231.0,3037.0,459,938.0,74,498,937.9999999999989
2135,2005-01-01,Los Angeles,106190534.0,OLYMPIA MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,0.0,0.0,0,2190.0,74,540,2189.9999999999995
2149,2005-01-01,Los Angeles,106190547.0,MONTEREY PARK HOSPITAL,General Acute Care,Intensive Care,1460.0,101.0,1213.0,234,582.0,74,512,581.9999999999984
2163,2005-01-01,Los Angeles,106190552.0,MOTION PICTURE AND TELEVISION HOSPITAL,General Acute Care,Intensive Care,1460.0,1010.0,4305.0,0,-1835.0,74,515,-1835.0000000000023
2177,2005-01-01,Los Angeles,106190555.0,CEDARS SINAI MEDICAL CENTER,General Acute Care,Intensive Care,19710.0,1914.0,16910.0,5614,10328.0,74,76,10328.000000000002
2191,2005-01-01,Los Angeles,106190568.0,NORTHRIDGE HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,441.0,4790.0,669,5080.0,74,531,5080.000000000002
2205,2005-01-01,Los Angeles,106190570.0,NORWALK COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,194.0,1836.0,0,548.0,74,532,547.9999999999987
2219,2005-01-01,Los Angeles,106190581.0,ORTHOPAEDIC HOSPITAL,General Acute Care,Intensive Care,3096.0,8.0,311.0,164,2957.0,74,545,2957.0000000000005
2233,2005-01-01,Los Angeles,106190587.0,PACIFIC HOSPITAL OF LONG BEACH,General Acute Care,Intensive Care,2920.0,100.0,1100.0,0,1920.0,74,549,1919.9999999999995
2247,2005-01-01,Los Angeles,106190599.0,PROMISE HOSPITAL OF EAST LOSANGELES-SUBURBAN CAMPUS,General Acute Care,Intensive Care,2555.0,13.0,78.0,0,2490.0,74,578,2490.0
2262,2005-01-01,Los Angeles,106190630.0,POMONA VALLEY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,13140.0,297.0,5361.0,969,9045.0,74,572,9045.000000000004
2276,2005-01-01,Los Angeles,106190631.0,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,8760.0,1919.0,5191.0,0,5488.0,74,574,5488.000000000001
2291,2005-01-01,Los Angeles,106190636.0,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,General Acute Care,Intensive Care,7300.0,248.0,3993.0,760,4315.0,74,103,4315.000000000001
2305,2005-01-01,Los Angeles,106190646.0,KAISER FND HOSP - MENTAL HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,302,-1.8189894035458565e-12
2319,2005-01-01,Los Angeles,106190673.0,SAN DIMAS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,187.0,1167.0,312,792.0,74,621,791.9999999999984
2333,2005-01-01,Los Angeles,106190680.0,LITTLE COMPANY OF MARY - SAN PEDRO HOSPITAL,General Acute Care,Intensive Care,4380.0,222.0,2335.0,955,3222.0,74,425,3221.9999999999995
2347,2005-01-01,Los Angeles,106190681.0,MIRACLE MILE MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,502,-1.8189894035458565e-12
2360,2005-01-01,Los Angeles,106190687.0,SANTA MONICA - UCLA MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,326.0,4885.0,869,4340.0,74,643,4340.000000000001
2374,2005-01-01,Los Angeles,106190696.0,PACIFICA HOSPITAL OF THE VALLEY,General Acute Care,Intensive Care,2555.0,160.0,1928.0,0,787.0,74,553,786.9999999999991
2388,2005-01-01,Los Angeles,106190708.0,SHERMAN OAKS HOSPITAL AND HEALTH CENTER,General Acute Care,Intensive Care,2920.0,442.0,4825.0,736,-727.0,74,680,-727.0000000000025
2402,2005-01-01,Los Angeles,106190712.0,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,682,-1.8189894035458565e-12
2416,2005-01-01,Los Angeles,106190754.0,ST. FRANCIS MEDICAL CENTER,General Acute Care,Intensive Care,13140.0,2702.0,10597.0,0,5245.0,74,716,5245.000000000005
2430,2005-01-01,Los Angeles,106190756.0,ST. JOHNS HOSPITAL AND HEALTH CENTER,General Acute Care,Intensive Care,12775.0,786.0,6233.0,1218,8546.0,74,723,8546.000000000004
2444,2005-01-01,Los Angeles,106190758.0,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,General Acute Care,Intensive Care,13340.0,492.0,8586.0,0,5246.0,74,588,5246.000000000004
2458,2005-01-01,Los Angeles,106190762.0,ST. VINCENT MEDICAL CENTER,General Acute Care,Intensive Care,24455.0,142.0,4812.0,2045,21830.0,74,741,21830.000000000007
2472,2005-01-01,Los Angeles,106190782.0,TARZANA TREATMENT CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,773,-1.8189894035458565e-12
2486,2005-01-01,Los Angeles,106190784.0,TEMPLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,40.0,984.0,0,1246.0,74,787,1245.999999999999
2500,2005-01-01,Los Angeles,106190796.0,UCLA MEDICAL CENTER,General Acute Care,Intensive Care,25550.0,395.0,23628.0,3187,5504.0,74,808,5504.000000000005
2514,2005-01-01,Los Angeles,106190812.0,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care,Intensive Care,10950.0,524.0,5729.0,773,6518.0,74,833,6518.000000000003
2528,2005-01-01,Los Angeles,106190814.0,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,271,-1.8189894035458565e-12
2542,2005-01-01,Los Angeles,106190818.0,VERDUGO HILLS HOSPITAL,General Acute Care,Intensive Care,2190.0,143.0,1562.0,330,1101.0,74,838,1100.9999999999986
2556,2005-01-01,Los Angeles,106190854.0,LOS ANGELES METROPOLITAN MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,47.0,683.0,79,903.0,74,452,902.9999999999987
2570,2005-01-01,Los Angeles,106190857.0,"DOCTORS HOSPITAL OF WEST COVINA, INC",General Acute Care,Intensive Care,1095.0,0.0,0.0,0,1095.0,74,167,1094.9999999999989
2584,2005-01-01,Los Angeles,106190859.0,WEST HILLS HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,149.0,2194.0,395,1270.0,74,853,1269.9999999999989
2598,2005-01-01,Los Angeles,106190878.0,WHITE MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,233.0,4745.0,690,3478.0,74,857,3478.0
2612,2005-01-01,Los Angeles,106190883.0,WHITTIER HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,538.0,3652.0,0,2726.0,74,858,2726.0
2626,2005-01-01,Los Angeles,106190930.0,UCLA NEUROPSYCHIATRIC HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,809,-1.8189894035458565e-12
2641,2005-01-01,Los Angeles,106190949.0,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,157.0,1986.0,581,942.0,74,263,941.9999999999983
2655,2005-01-01,Los Angeles,106191216.0,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",General Acute Care,Intensive Care,4745.0,111.0,3331.0,0,1525.0,74,826,1524.9999999999993
2669,2005-01-01,Los Angeles,106191225.0,TOM REDGATE MEMORIAL RECOVERY CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,795,-1.8189894035458565e-12
2683,2005-01-01,Los Angeles,106191227.0,LOS ANGELES CO HARBOR-UCLA MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,988.0,15366.0,2770,4452.0,74,445,4452.000000000001
2697,2005-01-01,Los Angeles,106191228.0,LOS ANGELES CO USC MEDICAL CENTER,General Acute Care,Intensive Care,29290.0,826.0,17895.0,2932,15153.0,74,447,15153.000000000007
2711,2005-01-01,Los Angeles,106191230.0,LOS ANGELES CO MARTIN LUTHER KING JR/DREW MED CTR,General Acute Care,Intensive Care,19345.0,275.0,7908.0,2222,13934.0,74,446,13934.000000000007
2725,2005-01-01,Los Angeles,106191231.0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,General Acute Care,Intensive Care,15330.0,235.0,3249.0,1123,13439.0,74,451,13439.000000000007
2740,2005-01-01,Los Angeles,106191306.0,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,General Acute Care,Intensive Care,8760.0,69.0,1218.0,83,7694.0,74,415,7694.000000000003
2754,2005-01-01,Los Angeles,106191450.0,KAISER FND HOSP - WOODLAND HILLS,General Acute Care,Intensive Care,4015.0,251.0,2806.0,704,2164.0,74,332,2163.9999999999995
2768,2005-01-01,Los Angeles,106194010.0,AMERICAN RECOVERY CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,24,-1.8189894035458565e-12
2782,2005-01-01,Los Angeles,106194219.0,USC UNIVERSITY HOSPITAL,General Acute Care,Intensive Care,16060.0,535.0,13428.0,4776,7943.0,74,827,7943.000000000001
2796,2005-01-01,Los Angeles,106196035.0,KAISER FND HOSP - BALDWIN PARK,General Acute Care,Intensive Care,4380.0,266.0,3069.0,712,2289.0,74,290,2288.999999999999
2810,2005-01-01,Los Angeles,106196168.0,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,General Acute Care,Intensive Care,7300.0,393.0,5200.0,1540,4033.0,74,182,4032.9999999999995
2824,2005-01-01,Los Angeles,106196364.0,LITTLE CO OF MARY TRANSITIONAL CARE CTR-BEACH CITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,424,-1.8189894035458565e-12
2838,2005-01-01,Madera,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,75,99,-1.8189894035458565e-12
2852,2005-01-01,Madera,106201281.0,MADERA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,468.0,4746.0,0,-628.0,75,461,-628.0000000000013
2866,2005-01-01,Madera,106204019.0,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,General Acute Care,Intensive Care,10220.0,324.0,7128.0,1646,5062.0,75,92,5062.000000000001
2880,2005-01-01,Marin,106210992.0,KAISER FND HOSP - SAN RAFAEL,General Acute Care,Intensive Care,4380.0,202.0,2695.0,674,2561.0,76,322,2560.9999999999995
2894,2005-01-01,Marin,106210993.0,KENTFIELD REHABILITATION HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,76,384,-1.8189894035458565e-12
2908,2005-01-01,Marin,106211006.0,MARIN GENERAL HOSPITAL,General Acute Care,Intensive Care,3650.0,129.0,2620.0,774,1933.0,76,468,1932.9999999999989
2922,2005-01-01,Marin,106214034.0,NOVATO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,174.0,1323.0,442,753.0,76,533,752.9999999999983
2936,2005-01-01,Mariposa,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,77,280,-1.8189894035458565e-12
2950,2005-01-01,Mendocino,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,54.0,219.0,50,1345.0,78,217,1344.999999999999
2964,2005-01-01,Mendocino,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,217.0,939.0,123,861.0,78,480,860.9999999999985
2978,2005-01-01,Mendocino,106231396.0,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,General Acute Care,Intensive Care,2190.0,225.0,1134.0,360,1641.0,78,817,1640.9999999999989
2992,2005-01-01,Merced,106240853.0,DOS PALOS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,79,178,-1.8189894035458565e-12
3006,2005-01-01,Merced,106240924.0,MEMORIAL HOSPITAL LOS BANOS,General Acute Care,Intensive Care,1460.0,53.0,635.0,93,971.0,79,476,970.9999999999989
3020,2005-01-01,Merced,106240942.0,MERCY MEDICAL CENTER MERCED-COMMUNITY CAMPUS,General Acute Care,Intensive Care,5840.0,856.0,4289.0,0,2407.0,79,490,2407.0
3034,2005-01-01,Merced,106240948.0,MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,General Acute Care,Intensive Care,3650.0,0.0,0.0,0,3650.0,79,491,3650.0000000000005
3048,2005-01-01,Modoc,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,80,748,-1.8189894035458565e-12
3062,2005-01-01,Modoc,106250956.0,MODOC MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,80,508,-1.8189894035458565e-12
3076,2005-01-01,Mono,106260011.0,MAMMOTH HOSPITAL,General Acute Care,Intensive Care,730.0,12.0,19.0,0,723.0,81,462,722.9999999999986
3088,2005-01-01,Monterey,106270744.0,COMMUNITY HOSPITAL MONTEREY PENINSULA,General Acute Care,Intensive Care,1825.0,85.0,962.0,0,948.0,82,123,947.9999999999989
3102,2005-01-01,Monterey,106270777.0,GEORGE L MEE MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,211.0,940.0,132,863.0,82,235,862.9999999999985
3116,2005-01-01,Monterey,106270875.0,SALINAS VALLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,162.0,2742.0,839,449.0,82,616,448.9999999999979
3130,2005-01-01,Monterey,106274043.0,NATIVIDAD MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,225.0,1701.0,0,2174.0,82,523,2173.9999999999995
3144,2005-01-01,Napa,106281047.0,QUEEN OF THE VALLEY HOSPITAL - NAPA,General Acute Care,Intensive Care,5840.0,271.0,4830.0,908,2189.0,83,590,2188.999999999999
3158,2005-01-01,Napa,106281078.0,ST. HELENA HOSPITAL,General Acute Care,Intensive Care,4380.0,100.0,2378.0,426,2528.0,83,718,2527.9999999999995
3172,2005-01-01,Nevada,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,730.0,127.0,765.0,279,371.0,84,685,370.9999999999981
3186,2005-01-01,Nevada,106291053.0,TAHOE FOREST HOSPITAL,General Acute Care,Intensive Care,2190.0,288.0,1281.0,0,1197.0,84,772,1196.9999999999989
3201,2005-01-01,Orange,106300032.0,CHILDRENS HOSPITAL OF ORANGE COUNTY,General Acute Care,Intensive Care,13140.0,567.0,10260.0,1460,4907.0,85,94,4907.000000000002
3215,2005-01-01,Orange,106300225.0,ORANGE COAST MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,310.0,4411.0,1309,4873.0,85,541,4873.000000000001
3228,2005-01-01,Orange,106301097.0,ANAHEIM GENERAL HOSPITAL,General Acute Care,Intensive Care,4380.0,203.0,839.0,268,4012.0,85,25,4012.0000000000005
3242,2005-01-01,Orange,106301098.0,ANAHEIM MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,468.0,5982.0,1543,4059.0,85,28,4059.0
3256,2005-01-01,Orange,106301109.0,ANAHEIM GENERAL HOSPITAL - BUENA PARK CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,26,-1.8189894035458565e-12
3271,2005-01-01,Orange,106301127.0,KINDRED HOSPITAL BREA,General Acute Care,Intensive Care,1460.0,50.0,1283.0,85,312.0,85,402,311.99999999999847
3285,2005-01-01,Orange,106301132.0,KAISER FND HOSP - ANAHEIM,General Acute Care,Intensive Care,4380.0,525.0,3998.0,1040,1947.0,85,289,1946.9999999999984
3299,2005-01-01,Orange,106301140.0,CHAPMAN MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,153.0,1088.0,327,3772.0,85,87,3772.0000000000005
3314,2005-01-01,Orange,106301155.0,COLLEGE HOSPITAL COSTA MESA,General Acute Care,Intensive Care,1460.0,0.0,0.0,0,1460.0,85,115,1459.999999999999
3328,2005-01-01,Orange,106301167.0,KINDRED HOSPITAL - SANTA ANA,General Acute Care,Intensive Care,2555.0,56.0,1362.0,126,1375.0,85,399,1374.9999999999993
3342,2005-01-01,Orange,106301175.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,General Acute Care,Intensive Care,13140.0,599.0,10198.0,1499,5040.0,85,215,5040.000000000002
3356,2005-01-01,Orange,106301205.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care,Intensive Care,9125.0,203.0,4748.0,2506,7086.0,85,268,7086.0
3370,2005-01-01,Orange,106301209.0,HUNTINGTON BEACH HOSPITAL,General Acute Care,Intensive Care,2190.0,84.0,1320.0,187,1141.0,85,274,1140.9999999999989
3384,2005-01-01,Orange,106301234.0,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,94.0,826.0,215,943.0,85,411,942.9999999999986
3398,2005-01-01,Orange,106301248.0,LOS ALAMITOS MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,254.0,2561.0,602,1580.0,85,444,1579.999999999999
3411,2005-01-01,Orange,106301258.0,COASTAL COMMUNITIES HOSPITAL,General Acute Care,Intensive Care,3285.0,120.0,1256.0,0,2149.0,85,113,2149.0
3425,2005-01-01,Orange,106301262.0,MISSION HOSPITAL REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,152.0,3411.0,834,1955.0,85,506,1954.9999999999989
3439,2005-01-01,Orange,106301279.0,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1061.0,15485.0,2682,5778.0,85,824,5778.000000000001
3453,2005-01-01,Orange,106301283.0,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,358.0,3320.0,0,1418.0,85,228,1417.9999999999995
3467,2005-01-01,Orange,106301297.0,PLACENTIA LINDA HOSPITAL,General Acute Care,Intensive Care,1460.0,103.0,755.0,224,1032.0,85,569,1031.9999999999986
3480,2005-01-01,Orange,106301304.0,NEWPORT BAY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,524,-1.8189894035458565e-12
3494,2005-01-01,Orange,106301317.0,SADDLEBACK MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,11315.0,379.0,6117.0,1793,7370.0,85,613,7370.000000000002
3508,2005-01-01,Orange,106301325.0,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,General Acute Care,Intensive Care,2555.0,161.0,1244.0,410,1882.0,85,615,1881.9999999999993
3523,2005-01-01,Orange,106301337.0,SOUTH COAST MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,258.0,1463.0,0,2445.0,85,705,2445.0
3537,2005-01-01,Orange,106301340.0,ST. JOSEPH HOSPITAL - ORANGE,General Acute Care,Intensive Care,11315.0,563.0,5963.0,1566,7481.0,85,727,7481.000000000002
3551,2005-01-01,Orange,106301342.0,ST. JUDE MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,828.0,7896.0,2064,6676.0,85,731,6676.000000000001
3565,2005-01-01,Orange,106301357.0,TUSTIN HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,5475.0,189.0,721.0,243,5186.0,85,805,5186.000000000002
3579,2005-01-01,Orange,106301379.0,WEST ANAHEIM MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,260.0,2290.0,429,2049.0,85,851,2048.999999999999
3593,2005-01-01,Orange,106301380.0,KINDRED HOSPITAL WESTMINSTER,General Acute Care,Intensive Care,5840.0,120.0,4786.0,368,1542.0,85,408,1541.9999999999995
3607,2005-01-01,Orange,106301566.0,WESTERN MEDICAL CENTER - SANTA ANA,General Acute Care,Intensive Care,15330.0,1723.0,7451.0,2316,11918.0,85,854,11918.000000000004
3622,2005-01-01,Orange,106304039.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,216,-1.8189894035458565e-12
3636,2005-01-01,Orange,106304045.0,IRVINE REGIONAL HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,353.0,3057.0,1009,2685.0,85,277,2684.999999999999
3650,2005-01-01,Orange,106304079.0,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,259,-1.8189894035458565e-12
3663,2005-01-01,Orange,106304113.0,CHILDRENS HOSPITAL AT MISSION,General Acute Care,Intensive Care,2920.0,251.0,1175.0,136,2132.0,85,91,2131.9999999999995
3677,2005-01-01,Orange,106304159.0,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,255,-1.8189894035458565e-12
3691,2005-01-01,Placer,106310791.0,SUTTER AUBURN FAITH HOSPITAL,General Acute Care,Intensive Care,1460.0,115.0,1166.0,498,907.0,86,750,906.9999999999983
3705,2005-01-01,Placer,106311000.0,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,692.0,6712.0,1316,4056.0,86,764,4055.9999999999995
3719,2005-01-01,Placer,106314024.0,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-EUREKA,General Acute Care,Intensive Care,7300.0,487.0,5448.0,1287,3626.0,86,316,3625.9999999999995
3733,2005-01-01,Placer,106314029.0,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,86,779,-1.8189894035458565e-12
3747,2005-01-01,Plumas,106320859.0,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,87,187,-1.8189894035458565e-12
3761,2005-01-01,Plumas,106320874.0,INDIAN VALLEY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,87,276,-1.8189894035458565e-12
3775,2005-01-01,Plumas,106320986.0,PLUMAS DISTRICT HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,87,570,-1.8189894035458565e-12
3789,2005-01-01,Plumas,106321016.0,SENECA HEALTHCARE DISTRICT,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,87,660,-1.8189894035458565e-12
3803,2005-01-01,Riverside,106330120.0,"BETTY FORD CENTER AT EISENHOWER, THE",General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,88,54,-1.8189894035458565e-12
3817,2005-01-01,Riverside,106331145.0,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,88,142,-1.8189894035458565e-12
3831,2005-01-01,Riverside,106331152.0,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care,Intensive Care,2190.0,519.0,2955.0,0,-246.0,88,143,-246.0000000000013
3845,2005-01-01,Riverside,106331164.0,DESERT REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8395.0,480.0,7662.0,1636,2849.0,88,163,2848.9999999999995
3859,2005-01-01,Riverside,106331168.0,EISENHOWER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,6570.0,239.0,5312.0,1501,2998.0,88,190,2997.9999999999995
3873,2005-01-01,Riverside,106331194.0,HEMET VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,693.0,6340.0,0,923.0,88,261,922.9999999999999
3887,2005-01-01,Riverside,106331216.0,JOHN F KENNEDY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5840.0,396.0,3598.0,831,3469.0,88,281,3468.9999999999995
3901,2005-01-01,Riverside,106331226.0,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,88,604,-1.8189894035458565e-12
3915,2005-01-01,Riverside,106331293.0,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,255.0,3524.0,766,2242.0,88,561,2241.999999999999
3929,2005-01-01,Riverside,106331312.0,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,8030.0,213.0,5659.0,1305,3889.0,88,605,3889.0
3943,2005-01-01,Riverside,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,151.0,1794.0,199,746.0,88,624,745.9999999999986
3957,2005-01-01,Riverside,106334001.0,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,General Acute Care,Intensive Care,2920.0,332.0,3058.0,838,1032.0,88,712,1031.9999999999982
3971,2005-01-01,Riverside,106334018.0,MENIFEE VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,199.0,1675.0,0,349.0,88,481,348.9999999999986
